2,139,1,True,4364,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,214,0,True,719,22 : 39,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,1377,0,True,408,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,310,0,True,600,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,2488,0,True,224,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,587,0,True,191,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,739,0,True,176,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,406,0,True,208,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,281,0,True,225,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,905,0,True,262,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,997,0,True,258,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,724,0,True,287,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,189,0,True,215,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,1328,1,True,182,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,1622,0,True,212,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,1185,0,True,224,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,1992,0,True,216,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,1773,0,True,225,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,1903,0,True,183,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,2437,0,True,224,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,2399,0,True,216,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,290,0,True,208,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,2280,1,True,784,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,1748,1,True,201,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,1214,1,True,183,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,2310,1,True,194,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,246,1,True,184,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,1038,1,True,192,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,277,1,True,187,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,137,0,True,685,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,2077,0,True,216,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,2012,0,True,216,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,925,0,True,176,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,723,0,True,201,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,1257,0,True,207,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,968,0,True,200,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,1479,0,True,224,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,2122,0,True,208,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,1561,0,True,200,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,1091,1,True,760,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,1778,1,True,244,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,550,1,True,204,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,682,1,True,208,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,963,1,True,192,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,2282,0,True,728,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,2250,0,True,208,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,1739,0,True,200,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,468,0,True,224,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,1365,0,True,226,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,1104,0,True,222,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,801,0,True,5176,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,2231,0,True,168,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,866,0,True,465,22 : 39,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,2217,1,True,568,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,1405,1,True,224,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,1660,1,True,184,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,2171,1,True,192,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,1152,1,True,192,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,2149,1,True,440,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,1407,1,True,432,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,957,1,True,400,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,2113,0,True,752,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,1679,1,True,656,22 : 39,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
2,9,1,True,1032,22 : 38,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,200
