2,1792,0,True,201,19 : 10,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,1994,0,True,205,19 : 10,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,1849,0,True,183,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,174,0,True,200,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,229,0,True,200,19 : 10,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,1434,0,True,191,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,2231,0,True,200,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,1679,0,True,216,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,173,0,True,176,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,1867,0,True,176,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,1464,0,True,208,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,200
2,198,0,True,216,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,9,0,True,184,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,200
2,801,0,True,218,19 : 10,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,2441,0,True,143,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,1758,0,True,319,19 : 10,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,2333,0,True,223,19 : 10,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,1328,0,True,200,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,2284,0,True,200,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,682,0,True,207,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,200
2,219,0,True,344,19 : 10,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,2310,0,True,216,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,1365,0,True,288,19 : 10,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,587,0,True,199,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,1613,0,True,200,19 : 9,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,1956,0,True,191,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,141,2,True,0,none,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,1676,2,True,0,none,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,525,0,True,184,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,1407,0,True,184,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,2399,0,True,432,19 : 11,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,1835,0,True,191,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,359,0,True,200,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,21,0,True,573,19 : 11,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,1136,0,True,192,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,200
2,1479,0,True,192,19 : 11,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,772,0,True,183,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,932,0,True,199,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,200
2,1544,0,True,216,19 : 11,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,277,0,True,254,19 : 11,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,1900,2,True,0,none,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,1115,2,True,0,none,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,1501,0,True,223,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,200
2,1352,0,True,222,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,200
2,1596,0,True,224,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,200
2,2255,2,True,0,none,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,310,0,True,224,19 : 11,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,1219,0,True,224,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,200
2,2159,2,True,0,none,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,189,0,True,198,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,2326,0,True,200,19 : 15,2016-09-25,none,0,0,0,0
2,1875,0,True,216,19 : 11,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,1748,2,True,0,none,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,1185,0,True,208,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,1496,0,True,232,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,883,0,True,208,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,200
2,550,0,True,208,19 : 11,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,406,0,True,191,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,1214,0,True,191,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,2077,0,True,224,19 : 11,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,1958,0,True,211,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,763,0,True,212,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,200
2,1257,0,True,199,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,1561,0,True,207,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,1091,0,True,207,19 : 11,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,950,0,True,216,19 : 11,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,468,0,True,279,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,1044,0,True,247,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,200
2,2012,0,True,183,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,148,0,True,351,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
2,2250,0,True,391,19 : 15,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,200
2,92,2,True,0,none,2016-09-25,"Google Inc.|Netscape|Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",944,1173,0,0
