2,139,0,True,1094,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,214,0,True,352,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1377,0,True,280,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1903,0,True,200,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1496,0,True,168,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,2441,0,True,199,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1506,1,True,1696,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1613,1,True,199,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1994,1,True,184,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,801,1,True,184,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1544,1,True,224,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,680,1,True,202,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,593,1,True,197,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,2469,1,True,184,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,2149,1,True,176,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1154,1,True,192,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1803,1,True,150,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,2448,1,True,192,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1564,1,True,168,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,587,1,True,192,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,2171,1,True,185,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,2090,1,True,199,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,932,1,True,179,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1365,1,True,181,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,198,1,True,184,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,9,1,True,200,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,866,1,True,176,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,2159,1,True,176,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1219,1,True,184,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1739,1,True,172,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1871,1,True,172,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,408,1,True,176,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1501,1,True,186,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,768,0,True,192,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,883,1,True,144,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1679,1,True,224,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,643,1,True,184,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,290,1,True,200,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1849,1,True,200,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1835,1,True,192,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,78,1,True,184,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1792,1,True,192,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1091,1,True,192,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,229,1,True,176,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,92,1,True,208,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,723,1,True,192,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,2282,1,True,193,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,811,1,True,169,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1328,1,True,198,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,259,1,True,184,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,329,0,True,1208,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1104,0,True,208,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,591,0,True,200,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1773,0,True,168,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1434,1,True,184,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,2231,0,True,208,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,566,0,True,208,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,2255,0,True,192,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,838,0,True,290,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,326,0,True,309,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1284,0,True,309,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1875,0,True,307,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,2320,0,True,329,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,870,0,True,405,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,2310,0,True,552,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1306,1,True,1864,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,2077,1,True,264,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,905,1,True,368,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,2122,0,True,736,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,2250,0,True,288,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,616,0,True,9120,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,845,1,True,2568,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,2326,1,True,208,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1561,1,True,184,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1647,1,True,176,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1958,1,True,176,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1724,1,True,168,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1211,1,True,184,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,550,1,True,160,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,189,1,True,168,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,74,1,True,176,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,739,1,True,304,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,957,1,True,152,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,2488,1,True,163,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,2284,1,True,181,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,724,1,True,176,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,21,1,True,192,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,386,1,True,192,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1045,1,True,154,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1430,1,True,182,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1214,0,True,816,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,468,0,True,192,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,310,0,True,168,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,141,0,True,192,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1386,0,True,208,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1102,0,True,200,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,484,0,True,200,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1476,0,True,184,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1066,0,True,200,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,620,0,True,208,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,2385,0,True,194,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,377,0,True,214,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,148,0,True,224,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
2,1083,0,True,240,22 : 26,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,100
