1,1430,1,True,6838,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,1569,0,True,2393,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,2333,1,True,1581,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,2320,0,True,1278,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,1724,0,True,190,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,2149,0,True,191,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,566,0,True,206,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,1679,0,True,208,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,643,0,True,182,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,408,1,True,831,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,1434,1,True,214,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,1405,1,True,183,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,680,1,True,182,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,1613,1,True,175,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,1115,1,True,174,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,2231,1,True,192,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,310,1,True,207,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,532,1,True,302,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,1308,0,True,784,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,1792,0,True,183,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,1792,1,False,2542,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,1308,1,False,199,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,532,1,False,183,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,310,1,False,184,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,2231,0,False,687,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,1115,0,False,198,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,1613,0,False,175,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,680,0,False,183,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,1405,0,False,189,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,1434,0,False,168,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,1430,1,False,680,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,643,1,False,615,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,1679,1,False,215,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,566,1,False,191,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,2149,1,False,190,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,1724,1,False,200,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,2320,1,False,215,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,2333,1,False,207,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,1569,0,False,582,22 : 36,2016-09-25,Chrome,944,1087,0,0
1,408,0,False,184,22 : 36,2016-09-25,Chrome,944,1087,0,0
