2,139,1,True,1592,22 : 45,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,214,0,True,213,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,1377,1,True,848,22 : 45,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,2255,0,True,240,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,2399,0,True,217,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,21,0,True,207,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,932,0,True,200,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,1306,0,True,200,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,31,0,True,208,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,484,0,True,192,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,174,0,True,272,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,883,0,True,224,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,845,0,True,232,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,401,0,True,224,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,1045,1,True,776,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,2280,1,True,216,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,1328,1,True,208,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,1104,1,True,224,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,2326,1,True,216,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,593,1,True,232,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,768,0,True,832,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,2441,1,True,256,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,866,1,True,265,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,643,1,True,247,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,1405,1,True,400,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,78,1,True,440,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,1679,0,True,817,22 : 45,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,1152,1,True,288,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,1342,1,True,344,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,616,1,True,344,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,1737,1,True,296,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,1091,1,True,201,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
2,1093,1,True,201,22 : 44,2016-09-25,Google Inc.|Netscape|Chrome,944,1087,0,0
